date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1993-11-05T00:00:00,Friday,Atlanta Hawks,116,Indiana Pacers,110,12032.0,,
1993-11-05T00:00:00,Friday,Utah Jazz,102,Dallas Mavericks,86,12032.0,,
1993-11-05T00:00:00,Friday,Sacramento Kings,109,Denver Nuggets,100,12032.0,,
1993-11-05T00:00:00,Friday,Philadelphia 76ers,94,Washington Bullets,82,12032.0,,
1993-11-05T00:00:00,Friday,Miami Heat,96,Orlando Magic,116,12032.0,,
1993-11-05T00:00:00,Friday,Los Angeles Lakers,116,Phoenix Suns,108,12032.0,,
1993-11-05T00:00:00,Friday,San Antonio Spurs,91,Golden State Warriors,85,12032.0,,
1993-11-05T00:00:00,Friday,Houston Rockets,110,New Jersey Nets,88,12032.0,,
1993-11-05T00:00:00,Friday,Detroit Pistons,104,Minnesota Timberwolves,99,12032.0,,
1993-11-05T00:00:00,Friday,Cleveland Cavaliers,91,Milwaukee Bucks,94,12032.0,,
1993-11-05T00:00:00,Friday,Charlotte Hornets,123,Chicago Bulls,124,12032.0,OT,
1993-11-05T00:00:00,Friday,Boston Celtics,108,New York Knicks,111,12032.0,,
1993-11-05T00:00:00,Friday,Los Angeles Clippers,97,Portland Trail Blazers,95,12032.0,,
1993-11-06T00:00:00,Saturday,Chicago Bulls,71,Miami Heat,95,12032.0,,
1993-11-06T00:00:00,Saturday,Dallas Mavericks,89,Golden State Warriors,93,12032.0,,
1993-11-06T00:00:00,Saturday,Indiana Pacers,107,Detroit Pistons,113,12032.0,,
1993-11-06T00:00:00,Saturday,Milwaukee Bucks,103,Charlotte Hornets,120,12032.0,,
1993-11-06T00:00:00,Saturday,Minnesota Timberwolves,95,Utah Jazz,105,12032.0,,
1993-11-06T00:00:00,Saturday,Orlando Magic,114,Philadelphia 76ers,89,12032.0,,
1993-11-06T00:00:00,Saturday,Seattle SuperSonics,129,Los Angeles Lakers,101,12032.0,,
1993-11-06T00:00:00,Saturday,Washington Bullets,88,Boston Celtics,100,12032.0,,
1993-11-07T00:00:00,Sunday,San Antonio Spurs,73,New Jersey Nets,99,12032.0,,
1993-11-07T00:00:00,Sunday,Portland Trail Blazers,92,Houston Rockets,106,12032.0,,
1993-11-07T00:00:00,Sunday,Phoenix Suns,132,Sacramento Kings,110,12032.0,,
1993-11-07T00:00:00,Sunday,Denver Nuggets,99,Los Angeles Clippers,97,12032.0,,
1993-11-07T00:00:00,Sunday,Cleveland Cavaliers,107,New York Knicks,115,12032.0,OT,
1993-11-08T00:00:00,Monday,Boston Celtics,108,Milwaukee Bucks,100,12032.0,,
1993-11-08T00:00:00,Monday,Chicago Bulls,106,Atlanta Hawks,80,12032.0,,
1993-11-08T00:00:00,Monday,Utah Jazz,100,Seattle SuperSonics,101,12032.0,,
1993-11-09T00:00:00,Tuesday,Seattle SuperSonics,118,Denver Nuggets,86,12032.0,,
1993-11-09T00:00:00,Tuesday,San Antonio Spurs,110,Minnesota Timberwolves,95,12032.0,,
1993-11-09T00:00:00,Tuesday,Orlando Magic,104,Indiana Pacers,98,12032.0,,
1993-11-09T00:00:00,Tuesday,Los Angeles Lakers,102,Portland Trail Blazers,109,12032.0,,
1993-11-09T00:00:00,Tuesday,New York Knicks,95,Philadelphia 76ers,86,12032.0,,
1993-11-09T00:00:00,Tuesday,Golden State Warriors,93,Houston Rockets,102,12032.0,,
1993-11-09T00:00:00,Tuesday,Detroit Pistons,112,Washington Bullets,118,12032.0,,
1993-11-09T00:00:00,Tuesday,Dallas Mavericks,80,New Jersey Nets,86,12032.0,,
1993-11-09T00:00:00,Tuesday,Cleveland Cavaliers,113,Charlotte Hornets,108,12032.0,,
1993-11-09T00:00:00,Tuesday,Los Angeles Clippers,99,Phoenix Suns,114,12032.0,,
1993-11-10T00:00:00,Wednesday,Milwaukee Bucks,90,Chicago Bulls,91,12032.0,,
1993-11-10T00:00:00,Wednesday,Philadelphia 76ers,89,Boston Celtics,91,12032.0,,
1993-11-10T00:00:00,Wednesday,Phoenix Suns,101,San Antonio Spurs,93,12032.0,,
1993-11-10T00:00:00,Wednesday,Sacramento Kings,112,Los Angeles Lakers,101,12032.0,,
1993-11-10T00:00:00,Wednesday,Utah Jazz,91,Atlanta Hawks,88,12032.0,,
1993-11-10T00:00:00,Wednesday,Washington Bullets,84,New York Knicks,92,12032.0,,
1993-11-11T00:00:00,Thursday,New Jersey Nets,105,Indiana Pacers,108,12032.0,OT,
1993-11-11T00:00:00,Thursday,Seattle SuperSonics,115,Cleveland Cavaliers,102,12032.0,,
1993-11-11T00:00:00,Thursday,Miami Heat,116,Milwaukee Bucks,103,12032.0,,
1993-11-11T00:00:00,Thursday,Los Angeles Clippers,111,Detroit Pistons,99,12032.0,,
1993-11-11T00:00:00,Thursday,Houston Rockets,107,Minnesota Timberwolves,99,12032.0,,
1993-11-11T00:00:00,Thursday,Charlotte Hornets,120,Orlando Magic,87,12032.0,,
1993-11-12T00:00:00,Friday,Utah Jazz,109,Detroit Pistons,89,12032.0,,
1993-11-12T00:00:00,Friday,Sacramento Kings,93,San Antonio Spurs,91,12032.0,,
1993-11-12T00:00:00,Friday,Washington Bullets,105,Philadelphia 76ers,93,12032.0,,
1993-11-12T00:00:00,Friday,Orlando Magic,100,Miami Heat,115,12032.0,,
1993-11-12T00:00:00,Friday,Portland Trail Blazers,94,Atlanta Hawks,84,12032.0,,
1993-11-12T00:00:00,Friday,Los Angeles Lakers,84,Denver Nuggets,113,12032.0,,
1993-11-12T00:00:00,Friday,Indiana Pacers,84,New York Knicks,103,12032.0,,
1993-11-12T00:00:00,Friday,Golden State Warriors,93,Cleveland Cavaliers,102,12032.0,,
1993-11-12T00:00:00,Friday,Boston Celtics,107,Charlotte Hornets,110,12032.0,,
1993-11-12T00:00:00,Friday,Minnesota Timberwolves,99,Dallas Mavericks,115,12032.0,,
1993-11-13T00:00:00,Saturday,Seattle SuperSonics,97,Atlanta Hawks,89,12032.0,OT,
1993-11-13T00:00:00,Saturday,New York Knicks,99,Milwaukee Bucks,86,12032.0,,
1993-11-13T00:00:00,Saturday,Los Angeles Clippers,92,San Antonio Spurs,90,12032.0,,
1993-11-13T00:00:00,Saturday,Houston Rockets,99,Phoenix Suns,95,12032.0,,
1993-11-13T00:00:00,Saturday,Denver Nuggets,98,Golden State Warriors,106,12032.0,,
1993-11-13T00:00:00,Saturday,Dallas Mavericks,100,Utah Jazz,101,12032.0,,
1993-11-13T00:00:00,Saturday,New Jersey Nets,97,Philadelphia 76ers,98,12032.0,,
1993-11-13T00:00:00,Saturday,Chicago Bulls,97,Boston Celtics,98,12032.0,,
1993-11-14T00:00:00,Sunday,Los Angeles Lakers,107,Cleveland Cavaliers,100,12032.0,,
1993-11-14T00:00:00,Sunday,New Jersey Nets,132,Sacramento Kings,102,12032.0,,
1993-11-14T00:00:00,Sunday,Portland Trail Blazers,114,Detroit Pistons,111,12032.0,,
1993-11-15T00:00:00,Monday,Philadelphia 76ers,84,Houston Rockets,88,12032.0,,
1993-11-16T00:00:00,Tuesday,Los Angeles Lakers,116,Los Angeles Clippers,114,12032.0,2OT,
1993-11-16T00:00:00,Tuesday,Golden State Warriors,104,Phoenix Suns,116,12032.0,,
1993-11-16T00:00:00,Tuesday,Denver Nuggets,74,San Antonio Spurs,86,12032.0,,
1993-11-16T00:00:00,Tuesday,Indiana Pacers,93,Charlotte Hornets,102,12032.0,,
1993-11-16T00:00:00,Tuesday,Dallas Mavericks,90,New York Knicks,103,12032.0,,
1993-11-16T00:00:00,Tuesday,Atlanta Hawks,118,Sacramento Kings,95,12032.0,,
1993-11-16T00:00:00,Tuesday,Milwaukee Bucks,98,Minnesota Timberwolves,102,12032.0,,
1993-11-16T00:00:00,Tuesday,New Jersey Nets,84,Houston Rockets,90,12032.0,,
1993-11-16T00:00:00,Tuesday,Orlando Magic,114,Utah Jazz,96,12032.0,,
1993-11-16T00:00:00,Tuesday,Seattle SuperSonics,95,Chicago Bulls,94,12032.0,,
1993-11-16T00:00:00,Tuesday,Portland Trail Blazers,96,Cleveland Cavaliers,101,12032.0,,
1993-11-17T00:00:00,Wednesday,Washington Bullets,117,Milwaukee Bucks,104,12032.0,,
1993-11-17T00:00:00,Wednesday,Detroit Pistons,98,Orlando Magic,92,12032.0,,
1993-11-17T00:00:00,Wednesday,Miami Heat,111,Utah Jazz,115,12032.0,,
1993-11-17T00:00:00,Wednesday,Philadelphia 76ers,90,Atlanta Hawks,92,12032.0,,
1993-11-17T00:00:00,Wednesday,San Antonio Spurs,95,New York Knicks,90,12032.0,,
1993-11-17T00:00:00,Wednesday,Charlotte Hornets,130,Sacramento Kings,113,12032.0,,
1993-11-17T00:00:00,Wednesday,Boston Celtics,105,New Jersey Nets,100,12032.0,,
1993-11-18T00:00:00,Thursday,Los Angeles Clippers,88,Dallas Mavericks,84,12032.0,,
1993-11-18T00:00:00,Thursday,Indiana Pacers,83,Houston Rockets,99,12032.0,,
1993-11-18T00:00:00,Thursday,Golden State Warriors,103,Los Angeles Lakers,76,12032.0,,
1993-11-18T00:00:00,Thursday,Denver Nuggets,100,Cleveland Cavaliers,93,12032.0,,
1993-11-18T00:00:00,Thursday,Portland Trail Blazers,120,Chicago Bulls,98,12032.0,,
1993-11-19T00:00:00,Friday,Boston Celtics,115,Orlando Magic,106,12032.0,,
1993-11-19T00:00:00,Friday,Detroit Pistons,95,San Antonio Spurs,86,12032.0,,
1993-11-19T00:00:00,Friday,Los Angeles Lakers,86,Chicago Bulls,88,12032.0,,
1993-11-19T00:00:00,Friday,Miami Heat,92,Atlanta Hawks,95,12032.0,,
1993-11-19T00:00:00,Friday,Minnesota Timberwolves,113,Sacramento Kings,108,12032.0,,
1993-11-19T00:00:00,Friday,Philadelphia 76ers,124,Utah Jazz,115,12032.0,,
1993-11-19T00:00:00,Friday,Phoenix Suns,118,Portland Trail Blazers,109,12032.0,,
1993-11-19T00:00:00,Friday,Seattle SuperSonics,116,Dallas Mavericks,87,12032.0,,
1993-11-19T00:00:00,Friday,Charlotte Hornets,127,Washington Bullets,111,12032.0,,
1993-11-20T00:00:00,Saturday,Atlanta Hawks,96,Charlotte Hornets,91,12032.0,,
1993-11-20T00:00:00,Saturday,Golden State Warriors,97,Seattle SuperSonics,112,12032.0,,
1993-11-20T00:00:00,Saturday,Washington Bullets,104,Miami Heat,102,12032.0,,"at Baltimore, MD"
1993-11-20T00:00:00,Saturday,New York Knicks,72,Utah Jazz,86,12032.0,,
1993-11-20T00:00:00,Saturday,New Jersey Nets,85,Orlando Magic,87,12032.0,,
1993-11-20T00:00:00,Saturday,Phoenix Suns,112,Cleveland Cavaliers,96,12032.0,,
1993-11-20T00:00:00,Saturday,Milwaukee Bucks,97,San Antonio Spurs,101,12032.0,,
1993-11-20T00:00:00,Saturday,Indiana Pacers,100,Boston Celtics,94,12032.0,,
1993-11-20T00:00:00,Saturday,Houston Rockets,108,Los Angeles Clippers,86,12032.0,,
1993-11-20T00:00:00,Saturday,Minnesota Timberwolves,89,Denver Nuggets,90,12032.0,,
1993-11-21T00:00:00,Sunday,Detroit Pistons,103,Philadelphia 76ers,89,12032.0,,
1993-11-21T00:00:00,Sunday,New Jersey Nets,105,Los Angeles Lakers,102,12032.0,,
1993-11-21T00:00:00,Sunday,Portland Trail Blazers,103,Dallas Mavericks,90,12032.0,,
1993-11-21T00:00:00,Sunday,Sacramento Kings,103,Chicago Bulls,101,12032.0,,
1993-11-22T00:00:00,Monday,Boston Celtics,71,Indiana Pacers,102,12032.0,,"at Hartford, CT"
1993-11-22T00:00:00,Monday,New York Knicks,119,Miami Heat,87,12032.0,,
1993-11-22T00:00:00,Monday,San Antonio Spurs,110,Los Angeles Clippers,98,12032.0,,
1993-11-23T00:00:00,Tuesday,Dallas Mavericks,98,Los Angeles Clippers,105,12032.0,,
1993-11-23T00:00:00,Tuesday,Houston Rockets,100,Chicago Bulls,93,12032.0,,
1993-11-23T00:00:00,Tuesday,Portland Trail Blazers,109,Denver Nuggets,94,12032.0,,
1993-11-23T00:00:00,Tuesday,Orlando Magic,120,Golden State Warriors,107,12032.0,,
1993-11-23T00:00:00,Tuesday,Atlanta Hawks,103,Los Angeles Lakers,94,12032.0,,
1993-11-23T00:00:00,Tuesday,Washington Bullets,118,Charlotte Hornets,98,12032.0,,
1993-11-24T00:00:00,Wednesday,Cleveland Cavaliers,113,Washington Bullets,107,12032.0,,
1993-11-24T00:00:00,Wednesday,Charlotte Hornets,141,Los Angeles Lakers,124,12032.0,,
1993-11-24T00:00:00,Wednesday,Utah Jazz,93,Houston Rockets,95,12032.0,OT,
1993-11-24T00:00:00,Wednesday,San Antonio Spurs,109,Chicago Bulls,84,12032.0,,
1993-11-24T00:00:00,Wednesday,Sacramento Kings,93,Seattle SuperSonics,120,12032.0,,
1993-11-24T00:00:00,Wednesday,Phoenix Suns,130,Denver Nuggets,97,12032.0,,
1993-11-24T00:00:00,Wednesday,Minnesota Timberwolves,107,New Jersey Nets,106,12032.0,,
1993-11-24T00:00:00,Wednesday,Milwaukee Bucks,85,Atlanta Hawks,89,12032.0,,
1993-11-24T00:00:00,Wednesday,Miami Heat,102,Golden State Warriors,108,12032.0,,
1993-11-24T00:00:00,Wednesday,Indiana Pacers,97,Philadelphia 76ers,108,12032.0,,
1993-11-24T00:00:00,Wednesday,Detroit Pistons,103,Boston Celtics,118,12032.0,,
1993-11-26T00:00:00,Friday,Atlanta Hawks,124,Washington Bullets,108,12032.0,,
1993-11-26T00:00:00,Friday,Utah Jazz,100,New Jersey Nets,97,12032.0,,
1993-11-26T00:00:00,Friday,Sacramento Kings,89,Houston Rockets,92,12032.0,,
1993-11-26T00:00:00,Friday,Philadelphia 76ers,88,Golden State Warriors,100,12032.0,,
1993-11-26T00:00:00,Friday,Minnesota Timberwolves,92,Seattle SuperSonics,110,12032.0,,
1993-11-26T00:00:00,Friday,Indiana Pacers,100,Los Angeles Lakers,102,12032.0,,
1993-11-26T00:00:00,Friday,Dallas Mavericks,85,Chicago Bulls,108,12032.0,,
1993-11-26T00:00:00,Friday,Charlotte Hornets,110,Milwaukee Bucks,99,12032.0,,
1993-11-26T00:00:00,Friday,Boston Celtics,93,Miami Heat,101,12032.0,,
1993-11-26T00:00:00,Friday,Denver Nuggets,112,Portland Trail Blazers,101,12032.0,,
1993-11-27T00:00:00,Saturday,Denver Nuggets,111,New Jersey Nets,89,12032.0,,
1993-11-27T00:00:00,Saturday,Atlanta Hawks,111,Philadelphia 76ers,79,12032.0,,
1993-11-27T00:00:00,Saturday,Washington Bullets,112,Orlando Magic,110,12032.0,,
1993-11-27T00:00:00,Saturday,San Antonio Spurs,104,Dallas Mavericks,80,12032.0,,
1993-11-27T00:00:00,Saturday,Phoenix Suns,120,Utah Jazz,98,12032.0,,
1993-11-27T00:00:00,Saturday,New York Knicks,112,Detroit Pistons,85,12032.0,,
1993-11-27T00:00:00,Saturday,Minnesota Timberwolves,92,Los Angeles Lakers,96,12032.0,,
1993-11-27T00:00:00,Saturday,Milwaukee Bucks,89,Boston Celtics,85,12032.0,,
1993-11-27T00:00:00,Saturday,Miami Heat,114,Charlotte Hornets,100,12032.0,,
1993-11-27T00:00:00,Saturday,Los Angeles Clippers,80,Houston Rockets,82,12032.0,,
1993-11-27T00:00:00,Saturday,Cleveland Cavaliers,101,Seattle SuperSonics,90,12032.0,,
1993-11-28T00:00:00,Sunday,Portland Trail Blazers,120,Sacramento Kings,109,12032.0,,
1993-11-28T00:00:00,Sunday,Detroit Pistons,88,Golden State Warriors,91,12032.0,,
1993-11-29T00:00:00,Monday,Los Angeles Clippers,118,New Jersey Nets,94,12032.0,,
1993-11-29T00:00:00,Monday,Sacramento Kings,103,Indiana Pacers,105,12032.0,,
1993-11-29T00:00:00,Monday,San Antonio Spurs,102,Milwaukee Bucks,95,12032.0,,
1993-11-30T00:00:00,Tuesday,Utah Jazz,103,Denver Nuggets,92,12032.0,,
1993-11-30T00:00:00,Tuesday,Cleveland Cavaliers,92,Detroit Pistons,74,12032.0,,
1993-11-30T00:00:00,Tuesday,Atlanta Hawks,122,Boston Celtics,114,12032.0,,
1993-11-30T00:00:00,Tuesday,Chicago Bulls,132,Phoenix Suns,113,12032.0,,
1993-11-30T00:00:00,Tuesday,Philadelphia 76ers,80,Seattle SuperSonics,92,12032.0,,
1993-11-30T00:00:00,Tuesday,Miami Heat,109,Portland Trail Blazers,123,12032.0,,
1993-11-30T00:00:00,Tuesday,Houston Rockets,102,Milwaukee Bucks,91,12032.0,,
1993-11-30T00:00:00,Tuesday,Golden State Warriors,103,Dallas Mavericks,91,12032.0,,
1993-12-01T00:00:00,Wednesday,Los Angeles Clippers,100,Indiana Pacers,120,14890.0,,
1993-12-01T00:00:00,Wednesday,Los Angeles Lakers,124,Dallas Mavericks,91,14890.0,,
1993-12-01T00:00:00,Wednesday,Charlotte Hornets,88,San Antonio Spurs,92,14890.0,,
1993-12-01T00:00:00,Wednesday,New Jersey Nets,97,Cleveland Cavaliers,82,14890.0,,
1993-12-01T00:00:00,Wednesday,Orlando Magic,114,Portland Trail Blazers,106,14890.0,,
1993-12-01T00:00:00,Wednesday,Boston Celtics,120,Washington Bullets,113,14890.0,,
1993-12-01T00:00:00,Wednesday,Sacramento Kings,101,Minnesota Timberwolves,111,14890.0,,
1993-12-02T00:00:00,Thursday,Utah Jazz,103,Indiana Pacers,87,14890.0,,
1993-12-02T00:00:00,Thursday,Washington Bullets,95,Seattle SuperSonics,105,14890.0,,
1993-12-02T00:00:00,Thursday,New York Knicks,85,Houston Rockets,94,14890.0,,
1993-12-02T00:00:00,Thursday,Golden State Warriors,91,Minnesota Timberwolves,103,14890.0,,
1993-12-02T00:00:00,Thursday,Detroit Pistons,101,Phoenix Suns,102,14890.0,,
1993-12-03T00:00:00,Friday,New Jersey Nets,103,Phoenix Suns,104,14890.0,,
1993-12-03T00:00:00,Friday,Atlanta Hawks,133,Houston Rockets,111,14890.0,,
1993-12-03T00:00:00,Friday,Denver Nuggets,102,Charlotte Hornets,94,14890.0,,
1993-12-03T00:00:00,Friday,Orlando Magic,84,San Antonio Spurs,94,14890.0,,
1993-12-03T00:00:00,Friday,Miami Heat,99,Chicago Bulls,104,14890.0,,
1993-12-03T00:00:00,Friday,Dallas Mavericks,106,Milwaukee Bucks,107,14890.0,,
1993-12-03T00:00:00,Friday,Boston Celtics,114,Portland Trail Blazers,108,14890.0,,
1993-12-04T00:00:00,Saturday,Cleveland Cavaliers,83,Orlando Magic,87,14890.0,,
1993-12-04T00:00:00,Saturday,Washington Bullets,105,Portland Trail Blazers,118,14890.0,,
1993-12-04T00:00:00,Saturday,Utah Jazz,122,Charlotte Hornets,108,14890.0,,
1993-12-04T00:00:00,Saturday,Seattle SuperSonics,99,Minnesota Timberwolves,82,14890.0,,
1993-12-04T00:00:00,Saturday,Philadelphia 76ers,82,San Antonio Spurs,90,14890.0,,
1993-12-04T00:00:00,Saturday,Golden State Warriors,99,Indiana Pacers,92,14890.0,,
1993-12-04T00:00:00,Saturday,Los Angeles Clippers,102,Los Angeles Lakers,109,14890.0,,
1993-12-04T00:00:00,Saturday,New York Knicks,123,Sacramento Kings,101,14890.0,,
1993-12-05T00:00:00,Sunday,Los Angeles Lakers,99,Minnesota Timberwolves,101,14890.0,,
1993-12-05T00:00:00,Sunday,Denver Nuggets,115,Dallas Mavericks,110,14890.0,,
1993-12-05T00:00:00,Sunday,Cleveland Cavaliers,98,Houston Rockets,99,14890.0,,
1993-12-05T00:00:00,Sunday,Milwaukee Bucks,98,Phoenix Suns,117,14890.0,,
1993-12-06T00:00:00,Monday,Utah Jazz,103,New York Knicks,96,14890.0,,
1993-12-06T00:00:00,Monday,Seattle SuperSonics,103,Washington Bullets,96,14890.0,,
1993-12-07T00:00:00,Tuesday,Los Angeles Lakers,78,New York Knicks,92,14890.0,,
1993-12-07T00:00:00,Tuesday,Houston Rockets,121,Charlotte Hornets,102,14890.0,,
1993-12-07T00:00:00,Tuesday,Golden State Warriors,95,Denver Nuggets,90,14890.0,,
1993-12-07T00:00:00,Tuesday,Dallas Mavericks,101,Miami Heat,106,14890.0,,
1993-12-07T00:00:00,Tuesday,New Jersey Nets,117,Boston Celtics,90,14890.0,,
1993-12-07T00:00:00,Tuesday,Orlando Magic,91,Detroit Pistons,89,14890.0,,
1993-12-07T00:00:00,Tuesday,Chicago Bulls,115,Los Angeles Clippers,111,14890.0,,
1993-12-07T00:00:00,Tuesday,Cleveland Cavaliers,109,Portland Trail Blazers,100,14890.0,,
1993-12-07T00:00:00,Tuesday,Indiana Pacers,105,Sacramento Kings,87,14890.0,,
1993-12-08T00:00:00,Wednesday,Milwaukee Bucks,97,Los Angeles Clippers,100,14890.0,,
1993-12-08T00:00:00,Wednesday,Minnesota Timberwolves,111,Portland Trail Blazers,114,14890.0,,
1993-12-08T00:00:00,Wednesday,Boston Celtics,129,Sacramento Kings,115,14890.0,,
1993-12-08T00:00:00,Wednesday,Philadelphia 76ers,95,Chicago Bulls,88,14890.0,OT,
1993-12-08T00:00:00,Wednesday,San Antonio Spurs,107,Seattle SuperSonics,109,14890.0,OT,
1993-12-08T00:00:00,Wednesday,Utah Jazz,113,Washington Bullets,91,14890.0,,
1993-12-08T00:00:00,Wednesday,Detroit Pistons,97,Atlanta Hawks,105,14890.0,,
1993-12-09T00:00:00,Thursday,Indiana Pacers,111,Orlando Magic,105,14890.0,,
1993-12-09T00:00:00,Thursday,Phoenix Suns,114,Washington Bullets,95,14890.0,,
1993-12-09T00:00:00,Thursday,Houston Rockets,115,Miami Heat,109,14890.0,OT,
1993-12-09T00:00:00,Thursday,Golden State Warriors,81,New York Knicks,94,14890.0,,
1993-12-09T00:00:00,Thursday,Charlotte Hornets,95,Cleveland Cavaliers,93,14890.0,,
1993-12-09T00:00:00,Thursday,Dallas Mavericks,93,Seattle SuperSonics,125,14890.0,,
1993-12-09T00:00:00,Thursday,Atlanta Hawks,105,San Antonio Spurs,95,14890.0,,
1993-12-10T00:00:00,Friday,Denver Nuggets,107,Utah Jazz,98,14890.0,,
1993-12-10T00:00:00,Friday,Detroit Pistons,88,Milwaukee Bucks,90,14890.0,,
1993-12-10T00:00:00,Friday,New Jersey Nets,105,Chicago Bulls,109,14890.0,,
1993-12-10T00:00:00,Friday,Orlando Magic,117,Boston Celtics,102,14890.0,,
1993-12-10T00:00:00,Friday,Philadelphia 76ers,103,Sacramento Kings,109,14890.0,,
1993-12-10T00:00:00,Friday,Portland Trail Blazers,117,Los Angeles Lakers,99,14890.0,,
1993-12-10T00:00:00,Friday,Minnesota Timberwolves,109,Los Angeles Clippers,108,14890.0,,
1993-12-11T00:00:00,Saturday,Milwaukee Bucks,86,Philadelphia 76ers,99,14890.0,,
1993-12-11T00:00:00,Saturday,Houston Rockets,82,Seattle SuperSonics,75,14890.0,,
1993-12-11T00:00:00,Saturday,Miami Heat,111,Boston Celtics,80,14890.0,,
1993-12-11T00:00:00,Saturday,Minnesota Timberwolves,80,Detroit Pistons,92,14890.0,,
1993-12-11T00:00:00,Saturday,Dallas Mavericks,103,Phoenix Suns,114,14890.0,,
1993-12-11T00:00:00,Saturday,San Antonio Spurs,105,Denver Nuggets,100,14890.0,,
1993-12-11T00:00:00,Saturday,Washington Bullets,108,Atlanta Hawks,116,14890.0,,"at Baltimore, MD"
1993-12-11T00:00:00,Saturday,Golden State Warriors,115,Utah Jazz,112,14890.0,OT,
1993-12-11T00:00:00,Saturday,Charlotte Hornets,105,New Jersey Nets,99,14890.0,,
1993-12-11T00:00:00,Saturday,Chicago Bulls,93,Cleveland Cavaliers,84,14890.0,,
1993-12-11T00:00:00,Saturday,New York Knicks,98,Indiana Pacers,91,14890.0,,
1993-12-12T00:00:00,Sunday,Portland Trail Blazers,88,Orlando Magic,103,14890.0,,
1993-12-12T00:00:00,Sunday,Sacramento Kings,102,Los Angeles Clippers,112,14890.0,,
1993-12-12T00:00:00,Sunday,Los Angeles Lakers,97,Golden State Warriors,100,14890.0,,
1993-12-13T00:00:00,Monday,Phoenix Suns,112,Milwaukee Bucks,104,14890.0,,
1993-12-13T00:00:00,Monday,New Jersey Nets,110,Miami Heat,105,14890.0,2OT,
1993-12-13T00:00:00,Monday,Utah Jazz,102,San Antonio Spurs,87,14890.0,,
1993-12-13T00:00:00,Monday,Boston Celtics,112,Philadelphia 76ers,107,14890.0,,
1993-12-14T00:00:00,Tuesday,Charlotte Hornets,101,Minnesota Timberwolves,85,14890.0,,
1993-12-14T00:00:00,Tuesday,Cleveland Cavaliers,92,Atlanta Hawks,103,14890.0,,
1993-12-14T00:00:00,Tuesday,Dallas Mavericks,93,Portland Trail Blazers,100,14890.0,OT,
1993-12-14T00:00:00,Tuesday,Detroit Pistons,93,Los Angeles Lakers,99,14890.0,,
1993-12-14T00:00:00,Tuesday,Indiana Pacers,106,Washington Bullets,87,14890.0,,
1993-12-14T00:00:00,Tuesday,Miami Heat,88,Houston Rockets,97,14890.0,,
1993-12-14T00:00:00,Tuesday,New York Knicks,93,Denver Nuggets,84,14890.0,,
1993-12-14T00:00:00,Tuesday,Seattle SuperSonics,124,Orlando Magic,100,14890.0,,
1993-12-15T00:00:00,Wednesday,San Antonio Spurs,111,Portland Trail Blazers,91,14890.0,,
1993-12-15T00:00:00,Wednesday,Sacramento Kings,95,Milwaukee Bucks,96,14890.0,,
1993-12-15T00:00:00,Wednesday,Philadelphia 76ers,101,Denver Nuggets,93,14890.0,,
1993-12-15T00:00:00,Wednesday,Phoenix Suns,110,Golden State Warriors,104,14890.0,,
1993-12-15T00:00:00,Wednesday,Los Angeles Clippers,110,Orlando Magic,109,14890.0,,
1993-12-15T00:00:00,Wednesday,Boston Celtics,98,Chicago Bulls,108,14890.0,,
1993-12-15T00:00:00,Wednesday,Minnesota Timberwolves,95,Utah Jazz,97,14890.0,,
1993-12-16T00:00:00,Thursday,Atlanta Hawks,81,Indiana Pacers,99,14890.0,,
1993-12-16T00:00:00,Thursday,Dallas Mavericks,89,San Antonio Spurs,103,14890.0,,
1993-12-16T00:00:00,Thursday,Miami Heat,90,Cleveland Cavaliers,89,14890.0,,
1993-12-16T00:00:00,Thursday,New Jersey Nets,111,Charlotte Hornets,95,14890.0,,
1993-12-16T00:00:00,Thursday,New York Knicks,108,Los Angeles Lakers,85,14890.0,,
1993-12-16T00:00:00,Thursday,Washington Bullets,95,Detroit Pistons,97,14890.0,,
1993-12-17T00:00:00,Friday,Seattle SuperSonics,127,Milwaukee Bucks,97,14890.0,,
1993-12-17T00:00:00,Friday,Sacramento Kings,94,Golden State Warriors,109,14890.0,,
1993-12-17T00:00:00,Friday,Phoenix Suns,101,Orlando Magic,104,14890.0,,
1993-12-17T00:00:00,Friday,Philadelphia 76ers,105,Los Angeles Lakers,94,14890.0,,
1993-12-17T00:00:00,Friday,Chicago Bulls,98,New York Knicks,86,14890.0,,
1993-12-17T00:00:00,Friday,Charlotte Hornets,99,Denver Nuggets,96,14890.0,,
1993-12-17T00:00:00,Friday,Boston Celtics,96,Utah Jazz,97,14890.0,,
1993-12-17T00:00:00,Friday,Los Angeles Clippers,90,Minnesota Timberwolves,105,14890.0,,
1993-12-18T00:00:00,Saturday,Washington Bullets,96,Utah Jazz,102,14890.0,,
1993-12-18T00:00:00,Saturday,Portland Trail Blazers,105,Minnesota Timberwolves,95,14890.0,,
1993-12-18T00:00:00,Saturday,Phoenix Suns,116,Los Angeles Clippers,109,14890.0,,
1993-12-18T00:00:00,Saturday,Miami Heat,113,Philadelphia 76ers,90,14890.0,,
1993-12-18T00:00:00,Saturday,Indiana Pacers,108,New Jersey Nets,98,14890.0,,
1993-12-18T00:00:00,Saturday,Seattle SuperSonics,126,Golden State Warriors,111,14890.0,,
