date,weekday,home_team,home_score,away_team,away_score,attendance,overtime,remarks
1994-04-18T00:00:00,Monday,Dallas Mavericks,97,Phoenix Suns,106,14890.0,,
1994-04-18T00:00:00,Monday,Los Angeles Clippers,131,Golden State Warriors,134,14890.0,OT,
1994-04-19T00:00:00,Tuesday,San Antonio Spurs,90,Houston Rockets,80,14890.0,,
1994-04-19T00:00:00,Tuesday,Washington Bullets,110,Indiana Pacers,111,14890.0,,
1994-04-19T00:00:00,Tuesday,Sacramento Kings,108,Utah Jazz,115,14890.0,,
1994-04-19T00:00:00,Tuesday,New York Knicks,84,Atlanta Hawks,87,14890.0,,
1994-04-19T00:00:00,Tuesday,Philadelphia 76ers,110,New Jersey Nets,115,14890.0,,
1994-04-19T00:00:00,Tuesday,Miami Heat,126,Minnesota Timberwolves,99,14890.0,,
1994-04-19T00:00:00,Tuesday,Detroit Pistons,104,Orlando Magic,132,14890.0,,
1994-04-19T00:00:00,Tuesday,Denver Nuggets,105,Los Angeles Lakers,98,14890.0,,
1994-04-19T00:00:00,Tuesday,Boston Celtics,120,Milwaukee Bucks,112,14890.0,,
1994-04-19T00:00:00,Tuesday,Phoenix Suns,122,Seattle SuperSonics,116,14890.0,,
1994-04-20T00:00:00,Wednesday,Milwaukee Bucks,103,Detroit Pistons,78,14890.0,,
1994-04-20T00:00:00,Wednesday,Indiana Pacers,109,Cleveland Cavaliers,98,14890.0,,
1994-04-20T00:00:00,Wednesday,Los Angeles Clippers,85,Denver Nuggets,100,14890.0,,
1994-04-20T00:00:00,Wednesday,Los Angeles Lakers,90,Seattle SuperSonics,112,14890.0,,
1994-04-20T00:00:00,Wednesday,Orlando Magic,121,Minnesota Timberwolves,101,14890.0,,
1994-04-20T00:00:00,Wednesday,Charlotte Hornets,117,Washington Bullets,111,14890.0,,
1994-04-21T00:00:00,Thursday,Utah Jazz,122,Portland Trail Blazers,111,14890.0,,
1994-04-21T00:00:00,Thursday,New York Knicks,130,Philadelphia 76ers,82,14890.0,,
1994-04-21T00:00:00,Thursday,Boston Celtics,89,Charlotte Hornets,95,14890.0,,
1994-04-21T00:00:00,Thursday,Golden State Warriors,121,Sacramento Kings,96,14890.0,,
1994-04-21T00:00:00,Thursday,Houston Rockets,126,Dallas Mavericks,100,14890.0,,
1994-04-21T00:00:00,Thursday,Miami Heat,94,Atlanta Hawks,89,14890.0,,
1994-04-22T00:00:00,Friday,Minnesota Timberwolves,103,Portland Trail Blazers,118,14890.0,,
1994-04-22T00:00:00,Friday,Milwaukee Bucks,85,New York Knicks,125,14890.0,,
1994-04-22T00:00:00,Friday,Indiana Pacers,133,Philadelphia 76ers,88,14890.0,,
1994-04-22T00:00:00,Friday,Denver Nuggets,106,Utah Jazz,113,14890.0,,
1994-04-22T00:00:00,Friday,Dallas Mavericks,107,Houston Rockets,95,14890.0,,
1994-04-22T00:00:00,Friday,Cleveland Cavaliers,117,Washington Bullets,96,14890.0,,
1994-04-22T00:00:00,Friday,Chicago Bulls,94,Boston Celtics,104,14890.0,2OT,
1994-04-22T00:00:00,Friday,Phoenix Suns,127,Los Angeles Clippers,121,14890.0,,
1994-04-22T00:00:00,Friday,Seattle SuperSonics,94,San Antonio Spurs,87,14890.0,,
1994-04-23T00:00:00,Saturday,Atlanta Hawks,93,Orlando Magic,89,14890.0,,
1994-04-23T00:00:00,Saturday,Charlotte Hornets,108,Detroit Pistons,103,14890.0,,
1994-04-23T00:00:00,Saturday,Golden State Warriors,126,Los Angeles Lakers,91,14890.0,,
1994-04-23T00:00:00,Saturday,Indiana Pacers,114,Miami Heat,81,14890.0,,
1994-04-23T00:00:00,Saturday,New Jersey Nets,135,Milwaukee Bucks,100,14890.0,,
1994-04-23T00:00:00,Saturday,Phoenix Suns,101,Sacramento Kings,100,14890.0,,
1994-04-24T00:00:00,Sunday,Philadelphia 76ers,110,Detroit Pistons,102,14890.0,,
1994-04-24T00:00:00,Sunday,Chicago Bulls,76,New York Knicks,92,14890.0,,
1994-04-24T00:00:00,Sunday,Cleveland Cavaliers,117,Boston Celtics,91,14890.0,,
1994-04-24T00:00:00,Sunday,Dallas Mavericks,116,Minnesota Timberwolves,102,14890.0,,
1994-04-24T00:00:00,Sunday,Houston Rockets,107,Denver Nuggets,115,14890.0,,
1994-04-24T00:00:00,Sunday,Los Angeles Clippers,97,San Antonio Spurs,112,14890.0,,
1994-04-24T00:00:00,Sunday,Portland Trail Blazers,108,Seattle SuperSonics,110,14890.0,,
1994-04-24T00:00:00,Sunday,Orlando Magic,120,New Jersey Nets,91,14890.0,,
1994-04-24T00:00:00,Sunday,Los Angeles Lakers,97,Utah Jazz,103,14890.0,,
1994-04-24T00:00:00,Sunday,Washington Bullets,117,Charlotte Hornets,99,14890.0,,
1994-04-24T00:00:00,Sunday,Sacramento Kings,105,Golden State Warriors,97,14890.0,,
1994-05-01T00:00:00,Sunday,New York Knicks,90,New Jersey Nets,81,16355.0,,
1994-05-01T00:00:00,Sunday,Chicago Bulls,105,Cleveland Cavaliers,96,16355.0,,
1994-05-01T00:00:00,Sunday,Houston Rockets,115,Portland Trail Blazers,104,16355.0,,
1994-05-01T00:00:00,Sunday,Phoenix Suns,117,Golden State Warriors,111,16355.0,,
1994-05-02T00:00:00,Monday,Indiana Pacers,99,Orlando Magic,86,16355.0,,
1994-05-02T00:00:00,Monday,Denver Nuggets,110,Seattle SuperSonics,93,16355.0,,
1994-05-03T00:00:00,Tuesday,Portland Trail Blazers,118,Houston Rockets,115,16355.0,,
1994-05-03T00:00:00,Tuesday,Utah Jazz,105,San Antonio Spurs,72,16355.0,,
1994-05-03T00:00:00,Tuesday,Cleveland Cavaliers,92,Chicago Bulls,95,16355.0,OT,
1994-05-03T00:00:00,Tuesday,Miami Heat,90,Atlanta Hawks,86,16355.0,,
1994-05-04T00:00:00,Wednesday,Golden State Warriors,133,Phoenix Suns,140,16355.0,,
1994-05-04T00:00:00,Wednesday,New Jersey Nets,93,New York Knicks,92,16355.0,OT,
1994-05-05T00:00:00,Thursday,Miami Heat,89,Atlanta Hawks,103,16355.0,,
1994-05-05T00:00:00,Thursday,Utah Jazz,95,San Antonio Spurs,90,16355.0,,
1994-05-05T00:00:00,Thursday,Denver Nuggets,94,Seattle SuperSonics,85,16355.0,OT,
1994-05-06T00:00:00,Friday,New Jersey Nets,92,New York Knicks,102,16355.0,,
1994-05-06T00:00:00,Friday,Portland Trail Blazers,89,Houston Rockets,92,16355.0,,
1994-05-07T00:00:00,Saturday,Seattle SuperSonics,94,Denver Nuggets,98,16355.0,OT,
1994-05-08T00:00:00,Sunday,New York Knicks,90,Chicago Bulls,86,16355.0,,
1994-05-08T00:00:00,Sunday,Houston Rockets,87,Phoenix Suns,91,16355.0,,
1994-05-08T00:00:00,Sunday,Atlanta Hawks,102,Miami Heat,91,16355.0,,
1994-05-10T00:00:00,Tuesday,Atlanta Hawks,85,Indiana Pacers,96,16355.0,,
1994-05-10T00:00:00,Tuesday,Utah Jazz,100,Denver Nuggets,91,16355.0,,
1994-05-11T00:00:00,Wednesday,Houston Rockets,117,Phoenix Suns,124,16355.0,OT,
1994-05-11T00:00:00,Wednesday,New York Knicks,96,Chicago Bulls,91,16355.0,,
1994-05-12T00:00:00,Thursday,Utah Jazz,104,Denver Nuggets,94,16355.0,,
1994-05-12T00:00:00,Thursday,Atlanta Hawks,92,Indiana Pacers,69,16355.0,,
1994-05-13T00:00:00,Friday,Phoenix Suns,102,Houston Rockets,118,16355.0,,
1994-05-13T00:00:00,Friday,Chicago Bulls,104,New York Knicks,102,16355.0,,
1994-05-14T00:00:00,Saturday,Denver Nuggets,109,Utah Jazz,111,16355.0,OT,
1994-05-14T00:00:00,Saturday,Indiana Pacers,101,Atlanta Hawks,81,16355.0,,
1994-05-15T00:00:00,Sunday,Indiana Pacers,102,Atlanta Hawks,86,16355.0,,
1994-05-15T00:00:00,Sunday,Phoenix Suns,96,Houston Rockets,107,16355.0,,
1994-05-15T00:00:00,Sunday,Denver Nuggets,83,Utah Jazz,82,16355.0,,
1994-05-15T00:00:00,Sunday,Chicago Bulls,95,New York Knicks,83,16355.0,,
1994-05-17T00:00:00,Tuesday,Houston Rockets,109,Phoenix Suns,86,16355.0,,
1994-05-17T00:00:00,Tuesday,Utah Jazz,101,Denver Nuggets,109,16355.0,2OT,
1994-05-17T00:00:00,Tuesday,Atlanta Hawks,88,Indiana Pacers,76,16355.0,,
1994-05-18T00:00:00,Wednesday,New York Knicks,87,Chicago Bulls,86,16355.0,,
1994-05-19T00:00:00,Thursday,Phoenix Suns,103,Houston Rockets,89,16355.0,,
1994-05-19T00:00:00,Thursday,Denver Nuggets,94,Utah Jazz,91,16355.0,,
1994-05-19T00:00:00,Thursday,Indiana Pacers,98,Atlanta Hawks,79,16355.0,,
1994-05-20T00:00:00,Friday,Chicago Bulls,93,New York Knicks,79,16355.0,,
1994-05-21T00:00:00,Saturday,Utah Jazz,91,Denver Nuggets,81,16355.0,,
1994-05-21T00:00:00,Saturday,Houston Rockets,104,Phoenix Suns,94,16355.0,,
1994-05-22T00:00:00,Sunday,New York Knicks,87,Chicago Bulls,77,16355.0,,
1994-05-23T00:00:00,Monday,Houston Rockets,100,Utah Jazz,88,16355.0,,
1994-05-24T00:00:00,Tuesday,New York Knicks,100,Indiana Pacers,89,16355.0,,
1994-05-25T00:00:00,Wednesday,Houston Rockets,104,Utah Jazz,99,16355.0,,
1994-05-26T00:00:00,Thursday,New York Knicks,89,Indiana Pacers,78,16355.0,,
1994-05-27T00:00:00,Friday,Utah Jazz,95,Houston Rockets,86,16355.0,,
1994-05-28T00:00:00,Saturday,Indiana Pacers,88,New York Knicks,68,16355.0,,
1994-05-29T00:00:00,Sunday,Utah Jazz,78,Houston Rockets,80,16355.0,,
1994-05-30T00:00:00,Monday,Indiana Pacers,83,New York Knicks,77,16355.0,,
1994-05-31T00:00:00,Tuesday,Houston Rockets,94,Utah Jazz,83,16355.0,,
1994-06-01T00:00:00,Wednesday,New York Knicks,86,Indiana Pacers,93,,,
1994-06-03T00:00:00,Friday,Indiana Pacers,91,New York Knicks,98,,,
1994-06-05T00:00:00,Sunday,New York Knicks,94,Indiana Pacers,90,,,
1994-06-08T00:00:00,Wednesday,Houston Rockets,85,New York Knicks,78,,,
1994-06-10T00:00:00,Friday,Houston Rockets,83,New York Knicks,91,,,
1994-06-12T00:00:00,Sunday,New York Knicks,89,Houston Rockets,93,,,
1994-06-15T00:00:00,Wednesday,New York Knicks,91,Houston Rockets,82,,,
1994-06-17T00:00:00,Friday,New York Knicks,91,Houston Rockets,84,,,
1994-06-19T00:00:00,Sunday,Houston Rockets,86,New York Knicks,84,,,
1994-06-22T00:00:00,Wednesday,Houston Rockets,90,New York Knicks,84,,,
